"DocumentLawID","LawID","GroupTypeID","GroupTypeDesc","ApplicationID","ApplicationDesc","FilePath","LastUpdatedDate"
311000,2001482,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/2/law/2_lsr_311000.PDF,2015-06-29 15:31:18
311001,2001957,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/3/law/3_lsr_311001.PDF,2015-06-29 15:31:18
311002,2002228,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/3/law/3_lsr_311002.PDF,2015-06-29 15:31:18
311003,2002247,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/3/law/3_lsr_311003.PDF,2015-06-29 15:31:18
311004,2002308,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/3/law/3_lsr_311004.PDF,2015-06-29 15:31:18
311005,2002205,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/3/law/3_lsr_311005.PDF,2015-06-29 15:31:18
311006,2002224,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/4/law/4_lsr_311006.PDF,2015-06-29 15:31:18
311007,2002231,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/6/law/6_lsr_311007.PDF,2015-06-29 15:31:18
311008,2001493,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/6/law/6_lsr_311008.pdf,2015-06-29 15:31:18
311009,2002229,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/6/law/6_lsr_311009.PDF,2015-06-29 15:31:18
311010,2002310,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311010.PDF,2015-06-29 15:31:19
311011,2002265,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311011.PDF,2015-06-29 15:31:19
311012,2002248,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311012.PDF,2015-06-29 15:31:19
311013,2002303,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311013.PDF,2015-06-29 15:31:19
311014,2002226,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311014.PDF,2015-06-29 15:31:19
311015,2002266,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311015.PDF,2015-06-29 15:31:19
311016,2002302,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/7/law/7_lsr_311016.PDF,2015-06-29 15:31:19
311017,2002252,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/8/law/8_lsr_311017.PDF,2015-06-29 15:31:19
311018,2002251,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/9/law/9_lsr_311018.PDF,2015-06-29 15:31:21
311019,2001592,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/9/law/9_lsr_311019.pdf,2015-06-29 15:31:21
311020,2002215,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/10/law/10_lsr_311020.PDF,2015-06-29 15:31:21
311021,2002218,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/11/law/11_lsr_311021.PDF,2015-06-29 15:31:21
311022,2002312,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/11/law/11_lsr_311022.PDF,2015-06-29 15:31:21
311023,2002309,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/11/law/11_lsr_311023.PDF,2015-06-29 15:31:21
311024,2002165,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/12/law/12_lsr_311024.PDF,2015-06-29 15:31:21
311025,2002325,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/13/law/13_lsr_311025.PDF,2015-06-29 15:31:21
312437,2002291,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312437.TIF,2015-07-21 12:16:32
312438,2002100,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312438.TIF,2015-07-21 12:16:35
312439,2002101,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312439.TIF,2015-07-21 12:16:39
312440,2002102,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312440.TIF,2015-07-21 12:16:42
312441,2001932,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312441.TIF,2015-07-21 12:16:44
312442,2001933,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312442.TIF,2015-07-21 12:16:47
312443,2001889,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312443.TIF,2015-07-21 12:16:51
312444,2001946,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312444.TIF,2015-07-21 12:16:54
312445,2001431,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312445.TIF,2015-07-21 12:16:57
312446,2002105,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312446.TIF,2015-07-21 12:17:00
312447,2002108,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312447.TIF,2015-07-21 12:17:03
312448,2002304,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312448.TIF,2015-07-21 12:17:07
312449,2002103,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312449.TIF,2015-07-21 12:17:10
312450,2002106,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312450.TIF,2015-07-21 12:17:13
312451,2002110,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312451.TIF,2015-07-21 12:17:16
312452,2001793,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312452.TIF,2015-07-21 12:17:19
312453,2001786,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312453.TIF,2015-07-21 12:17:23
312454,2002054,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312454.TIF,2015-07-21 12:17:26
312455,2002112,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312455.TIF,2015-07-21 12:17:29
312456,2002076,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312456.TIF,2015-07-21 12:17:32
312457,2001832,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312457.TIF,2015-07-21 12:17:35
312458,2001949,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312458.TIF,2015-07-21 12:17:38
312459,2001890,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312459.TIF,2015-07-21 12:17:42
312460,2002114,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312460.TIF,2015-07-21 12:17:45
312461,2001882,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312461.TIF,2015-07-21 12:17:49
312462,2002306,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312462.TIF,2015-07-21 12:17:53
312463,2002115,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312463.TIF,2015-07-21 12:17:57
312464,2001956,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312464.TIF,2015-07-21 12:18:00
312465,2001721,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312465.TIF,2015-07-21 12:18:04
312466,2001775,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312466.TIF,2015-07-21 12:18:07
312467,2002067,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312467.TIF,2015-07-21 12:18:10
312468,2001808,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312468.TIF,2015-07-21 12:18:13
312469,2002241,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312469.TIF,2015-07-21 12:18:17
312470,2001817,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312470.TIF,2015-07-21 12:18:20
312471,2001866,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312471.TIF,2015-07-21 12:18:23
312472,2002123,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312472.TIF,2015-07-21 12:18:27
312473,2001687,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312473.TIF,2015-07-21 12:18:30
312474,2002118,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312474.TIF,2015-07-21 12:18:33
312475,2001717,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312475.TIF,2015-07-21 12:18:36
312476,2001844,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312476.TIF,2015-07-21 12:18:39
312477,2001718,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312477.TIF,2015-07-21 12:18:42
312478,2001938,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312478.TIF,2015-07-21 12:18:45
312479,2002339,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312479.TIF,2015-07-21 12:18:49
312480,2002119,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312480.TIF,2015-07-21 12:18:52
312481,2002121,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312481.TIF,2015-07-21 12:18:56
312482,2002122,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312482.TIF,2015-07-21 12:19:00
312483,2002307,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312483.TIF,2015-07-21 12:19:05
312484,2001880,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312484.TIF,2015-07-21 12:19:10
312485,2001833,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312485.TIF,2015-07-21 12:19:14
312486,2002124,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312486.TIF,2015-07-21 12:19:17
312487,2002117,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312487.TIF,2015-07-21 12:19:21
312488,2001751,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312488.TIF,2015-07-21 12:19:25
312489,2001722,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312489.TIF,2015-07-21 12:19:29
312490,2002338,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312490.TIF,2015-07-21 12:19:33
312491,2002120,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312491.TIF,2015-07-21 12:19:37
312492,2001789,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312492.TIF,2015-07-21 12:19:40
312493,2001952,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312493.TIF,2015-07-21 12:19:43
312494,2002125,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312494.TIF,2015-07-21 12:19:47
312495,2001804,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312495.TIF,2015-07-21 12:19:50
312496,2001884,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312496.TIF,2015-07-21 12:19:53
312497,2001867,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312497.TIF,2015-07-21 12:19:56
312498,2002126,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312498.TIF,2015-07-21 12:20:01
312499,2002104,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312499.TIF,2015-07-21 12:20:05
312500,2001746,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312500.TIF,2015-07-21 12:20:09
312501,2002129,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312501.TIF,2015-07-21 12:20:13
312502,2002130,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312502.TIF,2015-07-21 12:20:17
312503,2002127,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312503.TIF,2015-07-21 12:20:20
312504,2002131,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312504.TIF,2015-07-21 12:20:24
312505,2002132,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312505.TIF,2015-07-21 12:20:27
312506,2002107,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312506.TIF,2015-07-21 12:20:31
312507,2001940,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312507.TIF,2015-07-21 12:20:34
312508,2001765,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312508.TIF,2015-07-21 12:20:38
312509,2001730,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312509.TIF,2015-07-21 12:20:41
312510,2001840,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312510.TIF,2015-07-21 12:20:44
312511,2002046,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312511.TIF,2015-07-21 12:20:48
312512,2002133,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312512.TIF,2015-07-21 12:20:52
312513,2002134,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312513.TIF,2015-07-21 12:20:55
312514,2002128,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312514.TIF,2015-07-21 12:20:59
312515,2002135,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312515.TIF,2015-07-21 12:21:02
312516,2002136,9,חוק - פרסום ברשומות,8,PIC,https://fs.knesset.gov.il/0/law/0_lsr_312516.TIF,2015-07-21 12:21:06
312590,2002291,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312590.DOC,2015-07-16 12:10:22
312591,2002100,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312591.DOC,2015-07-16 12:10:25
312592,2002101,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312592.DOC,2015-07-16 12:10:28
312593,2002102,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312593.DOC,2015-07-16 12:10:32
312594,2001932,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312594.DOC,2015-07-16 12:10:35
312595,2001933,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312595.DOC,2015-07-16 12:10:39
312596,2001889,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312596.DOC,2015-07-23 15:39:17
312597,2001946,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312597.DOC,2015-07-16 12:10:47
312598,2001431,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312598.DOC,2015-07-16 12:10:51
312599,2002105,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312599.DOC,2015-07-16 12:10:54
312600,2002108,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312600.DOC,2015-07-16 12:10:59
312601,2002304,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312601.DOC,2015-07-16 12:11:03
312602,2002103,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312602.DOC,2015-07-16 12:11:06
312603,2002106,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312603.DOC,2015-07-16 12:11:11
312604,2002110,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312604.DOC,2015-07-16 12:11:14
312605,2001793,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312605.DOC,2015-07-16 12:11:19
312606,2001786,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312606.DOC,2015-07-16 12:11:23
312607,2002054,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312607.DOC,2015-07-16 12:11:27
312608,2002112,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312608.DOC,2015-07-16 12:11:30
312609,2002076,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312609.DOC,2015-07-16 12:11:34
312610,2001832,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312610.DOC,2015-07-16 12:11:37
312611,2001949,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312611.DOC,2015-07-16 12:11:41
312612,2001890,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312612.DOC,2015-07-16 12:11:46
312613,2002114,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312613.DOC,2015-07-16 12:11:50
312614,2001882,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312614.DOC,2015-07-16 12:11:54
312615,2002306,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312615.DOC,2015-07-16 12:11:58
312616,2002115,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312616.DOC,2015-07-16 12:12:03
312617,2001956,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312617.DOC,2015-07-16 12:12:07
312618,2001721,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312618.DOC,2015-07-16 12:12:12
312619,2001775,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312619.DOC,2015-07-16 12:12:18
312620,2002067,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312620.DOC,2015-07-16 12:12:22
312621,2001808,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312621.DOC,2015-07-16 12:12:27
312622,2002241,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312622.DOC,2015-07-16 12:12:31
312623,2001817,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312623.DOC,2015-07-16 12:12:35
312624,2001866,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312624.DOC,2015-07-16 12:12:39
312625,2002123,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312625.DOC,2015-07-16 12:12:43
312626,2001687,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312626.DOC,2015-07-16 12:12:46
312627,2002118,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312627.DOC,2015-07-16 12:12:51
312628,2001717,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312628.DOC,2015-07-16 12:12:55
312629,2001844,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312629.DOC,2015-07-16 12:12:58
312630,2001718,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312630.DOC,2015-07-16 12:13:03
312631,2001938,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312631.DOC,2015-07-16 12:13:08
312632,2002339,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312632.DOC,2015-07-16 12:13:13
312633,2002119,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312633.DOC,2015-07-16 12:13:19
312634,2002121,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312634.DOC,2015-07-16 12:13:22
312635,2002122,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312635.DOC,2015-07-16 12:13:27
312636,2002307,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312636.DOC,2015-07-16 12:13:30
312637,2001880,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312637.DOC,2015-07-16 12:13:34
312638,2001833,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312638.DOC,2015-07-16 12:13:37
312639,2002124,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312639.DOC,2015-07-16 12:13:40
312640,2002117,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312640.DOC,2015-07-16 12:13:44
312641,2001751,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312641.DOC,2015-07-16 12:13:48
312642,2001722,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312642.DOC,2015-07-16 12:13:51
312643,2002338,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312643.DOC,2015-07-16 12:13:54
312644,2002120,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312644.DOC,2015-07-16 12:13:57
312645,2001789,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312645.DOC,2015-07-16 12:14:02
312646,2001952,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312646.DOC,2015-07-16 12:14:05
312647,2002125,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312647.DOC,2015-07-16 12:14:10
312648,2001804,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312648.DOC,2015-07-16 12:14:13
312649,2001884,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312649.DOC,2015-07-16 12:14:17
312650,2001867,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312650.DOC,2015-07-16 12:14:21
312651,2002126,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312651.DOC,2015-07-16 12:14:25
312652,2002104,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312652.DOC,2015-07-16 12:14:28
312653,2001746,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312653.DOC,2015-07-16 12:14:32
312654,2002129,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312654.DOC,2015-07-16 12:14:36
312655,2002130,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312655.DOC,2015-07-16 12:14:40
312656,2002127,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312656.DOC,2015-07-16 12:14:44
312657,2002131,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312657.DOC,2015-07-16 12:14:48
312658,2002132,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312658.DOC,2015-07-16 12:14:52
312659,2002107,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312659.DOC,2015-07-16 12:14:56
312660,2001940,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312660.DOC,2015-07-16 12:15:00
312661,2001765,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312661.DOC,2015-07-16 12:15:03
312662,2001730,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312662.DOC,2015-07-16 12:15:07
312663,2001840,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312663.DOC,2015-07-16 12:15:10
312664,2002046,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312664.DOC,2015-07-16 12:15:13
312665,2002133,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312665.DOC,2015-07-16 12:15:16
312666,2002134,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312666.DOC,2015-07-16 12:15:20
312667,2002128,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312667.DOC,2015-07-16 12:15:23
312668,2002135,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312668.DOC,2015-07-16 12:15:26
312669,2002136,9,חוק - פרסום ברשומות,1,DOC,https://fs.knesset.gov.il/0/law/0_lsr_312669.DOC,2015-07-16 12:15:30
312670,2002291,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/0/law/0_lsr_312670.PDF,2015-07-16 12:15:33
312671,2002100,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/0/law/0_lsr_312671.PDF,2015-07-16 12:15:36
312672,2002101,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/0/law/0_lsr_312672.PDF,2015-07-16 12:15:40
312673,2002102,9,חוק - פרסום ברשומות,3,PPT,https://fs.knesset.gov.il/0/law/0_lsr_312673.PDF,2015-07-16 12:15:43
