"BillUnionID","MainBillID","UnionBillID","LastUpdatedDate"
795,574720,2022433,2018-01-17 11:19:59
796,574720,576924,2018-01-17 11:19:59
797,2064836,574720,2018-02-04 10:04:38
798,574770,2004913,2018-02-07 10:23:07
799,2065660,2021711,2018-02-20 11:53:58
800,2065656,2023179,2018-02-25 10:06:17
801,2063893,2008869,2018-02-26 13:43:00
802,2063893,2009615,2018-02-26 13:43:00
803,2063893,2009673,2018-02-26 13:43:00
804,578930,2013180,2018-02-27 12:38:20
805,574770,2023743,2018-02-27 16:14:33
806,2019860,2012232,2018-02-28 09:55:04
807,2019860,2012323,2018-02-28 09:55:04
809,2010735,2023541,2018-03-04 13:19:03
811,2066200,2021253,2018-03-04 13:36:32
812,2065626,2018621,2018-03-05 09:55:26
813,2065623,2025690,2018-03-06 14:33:51
814,2066031,2022833,2018-03-07 14:49:34
815,2066031,2022911,2018-03-07 14:49:34
816,2019049,2024433,2018-03-13 11:02:58
817,2019049,2064323,2018-03-13 11:02:58
829,2065304,2065600,2018-03-14 16:16:26
830,2065304,2065602,2018-03-14 16:16:26
831,2065304,2065603,2018-03-14 16:16:26
832,2065304,2065604,2018-03-14 16:16:26
833,2065304,2065605,2018-03-14 16:16:26
834,2065304,2065607,2018-03-14 16:16:26
835,2065304,2065608,2018-03-14 16:16:26
836,2065304,2065651,2018-03-14 16:16:26
837,2065304,2065653,2018-03-14 16:16:26
838,2065304,2065656,2018-03-14 16:16:26
839,2065304,2065662,2018-03-14 16:16:26
840,2065305,2065609,2018-03-14 16:39:33
841,2065305,2065610,2018-03-14 16:39:33
842,2065305,2065611,2018-03-14 16:39:33
843,2065305,2065616,2018-03-14 16:39:33
844,2065305,2065617,2018-03-14 16:39:33
845,2065305,2065618,2018-03-14 16:39:33
846,2065305,2065622,2018-03-14 16:39:33
847,2065305,2065623,2018-03-14 16:39:33
848,2065305,2065624,2018-03-14 16:39:33
849,2065305,2065625,2018-03-14 16:39:33
850,2065305,2065626,2018-03-14 16:39:33
851,2065305,2065629,2018-03-14 16:39:33
852,2065305,2065631,2018-03-14 16:39:33
853,2008949,565278,2018-05-01 14:32:41
854,564434,2019405,2018-05-10 11:16:54
855,2019787,2017242,2018-05-15 12:27:46
856,2019787,2011126,2018-05-15 12:27:46
857,562516,2005803,2018-05-15 15:48:41
858,562516,2004881,2018-05-15 15:48:41
859,562212,562414,2018-05-21 09:44:03
860,562212,573772,2018-05-21 09:44:03
861,2066456,2020219,2018-05-22 10:48:48
862,573537,576949,2018-05-27 13:48:02
863,573537,575371,2018-05-27 13:48:02
864,2022051,2064901,2018-05-28 11:27:45
865,2018336,2018208,2018-06-04 13:55:19
866,2020202,2024855,2018-06-17 10:45:48
867,572152,2010477,2018-06-21 13:41:25
868,563340,564985,2018-06-26 13:54:48
869,2065822,572600,2018-07-02 19:35:47
870,564049,565377,2018-07-03 10:42:49
871,2019754,2024789,2018-07-03 13:03:53
872,2019754,2020715,2018-07-03 13:03:53
873,2013892,2065435,2018-07-04 12:46:57
874,2065637,2017029,2018-07-04 12:58:10
875,2068501,574559,2018-07-09 14:59:50
876,2071784,2004827,2018-07-09 15:08:42
877,2015885,564083,2018-07-10 08:56:14
878,2072536,2014757,2018-07-10 15:08:30
879,2068500,2013224,2018-07-11 08:17:45
880,578930,562317,2018-07-11 11:36:09
881,2019754,562846,2018-07-17 15:52:08
882,2019754,2020642,2018-07-17 15:52:08
883,2072943,2073186,2018-07-18 11:33:56
886,2073729,567007,2018-10-08 11:25:55
887,2073729,564050,2018-10-08 11:25:55
888,2066455,564375,2018-11-07 14:38:09
889,2066455,2064532,2018-11-07 14:38:09
890,2020808,572685,2018-11-13 12:14:07
891,2019018,2010919,2018-11-13 15:34:08
892,2020000,2020555,2018-11-18 08:57:51
893,2074279,2074284,2018-11-19 16:18:37
894,2068441,2019903,2018-11-20 10:57:34
895,2074555,2014910,2018-11-20 11:36:01
896,2074555,2014129,2018-11-20 11:36:01
897,562559,2022708,2018-11-21 16:04:20
898,2075145,2013611,2018-11-26 12:08:06
899,2075145,2023360,2018-11-26 12:08:06
900,2075145,2065876,2018-11-26 12:08:06
901,2076657,2075729,2018-11-28 09:17:15
902,2023096,2064342,2018-11-28 10:47:23
903,563328,566985,2018-12-19 15:07:57
909,2078076,578250,2018-12-26 18:59:04
910,2078076,2066924,2018-12-26 18:59:04
911,2078076,2066889,2018-12-26 18:59:04
912,2078076,2066891,2018-12-26 18:59:04
913,2078076,2066929,2018-12-26 18:59:04
914,2025746,563008,2018-12-30 12:44:52
915,2025746,564299,2018-12-30 12:44:52
916,2025746,578761,2018-12-30 12:44:52
917,2077978,2075744,2018-12-30 14:35:33
918,2074166,2075056,2019-01-01 11:13:59
919,2077215,2077494,2019-01-01 13:12:31
920,2077215,2076890,2019-01-01 13:12:31
921,147162,2078384,2019-01-24 13:28:54
922,165137,165138,2019-12-05 15:35:41
923,165137,165139,2019-12-05 15:35:41
924,152124,152818,2019-12-05 15:35:41
925,157655,157654,2019-12-05 15:35:41
926,157668,157667,2019-12-05 15:35:41
927,157723,553277,2019-12-05 15:35:41
928,157723,157736,2019-12-05 15:35:41
929,157723,157674,2019-12-05 15:35:41
930,157723,157671,2019-12-05 15:35:41
931,174441,159356,2019-12-05 15:35:41
932,157769,157757,2019-12-05 15:35:41
933,157769,157767,2019-12-05 15:35:41
934,157769,157768,2019-12-05 15:35:41
935,157661,157677,2019-12-05 15:35:41
936,159514,157705,2019-12-05 15:35:41
937,163266,159514,2019-12-05 15:35:41
938,174546,157676,2019-12-05 15:35:41
939,132458,139176,2019-12-05 15:35:41
941,158730,159561,2019-12-05 15:35:41
942,159669,159361,2019-12-05 15:35:41
943,159529,159117,2019-12-05 15:35:41
944,158639,158566,2019-12-05 15:35:41
945,158630,158559,2019-12-05 15:35:41
946,159517,159109,2019-12-05 15:35:41
947,159720,158505,2019-12-05 15:35:41
948,157703,157704,2019-12-05 15:35:41
949,158189,157986,2019-12-05 15:35:41
950,158189,157984,2019-12-05 15:35:41
951,157895,157849,2019-12-05 15:35:41
952,157889,157468,2019-12-05 15:35:41
953,157670,157692,2019-12-05 15:35:41
954,157670,157693,2019-12-05 15:35:41
955,174499,157678,2019-12-05 15:35:41
956,174499,157718,2019-12-05 15:35:41
957,174499,157700,2019-12-05 15:35:41
958,174499,157734,2019-12-05 15:35:41
959,157282,157227,2019-12-05 15:35:41
960,157894,157682,2019-12-05 15:35:41
961,157894,157471,2019-12-05 15:35:41
962,159664,159287,2019-12-05 15:35:41
963,165406,157696,2019-12-05 15:35:41
964,165406,158553,2019-12-05 15:35:41
965,162285,158855,2019-12-05 15:35:41
966,162285,158856,2019-12-05 15:35:41
967,162285,158857,2019-12-05 15:35:41
968,162285,158858,2019-12-05 15:35:41
969,162285,158860,2019-12-05 15:35:41
970,157725,159948,2019-12-05 15:35:41
971,157901,157093,2019-12-05 15:35:41
972,163627,159445,2019-12-05 15:35:41
973,163627,163556,2019-12-05 15:35:41
974,159688,158821,2019-12-05 15:35:41
975,159688,158822,2019-12-05 15:35:41
976,159688,158823,2019-12-05 15:35:41
977,159688,158824,2019-12-05 15:35:41
978,159688,158825,2019-12-05 15:35:41
979,171830,157933,2019-12-05 15:35:41
980,171830,157934,2019-12-05 15:35:41
981,157652,157651,2019-12-05 15:35:41
982,159638,159351,2019-12-05 15:35:41
983,159638,159352,2019-12-05 15:35:41
984,172254,158818,2019-12-05 15:35:41
985,157753,157752,2019-12-05 15:35:41
986,157886,157433,2019-12-05 15:35:41
987,159519,159160,2019-12-05 15:35:41
988,159519,159161,2019-12-05 15:35:41
989,159519,159162,2019-12-05 15:35:41
990,159519,159163,2019-12-05 15:35:41
991,159519,159164,2019-12-05 15:35:41
992,159519,159165,2019-12-05 15:35:41
993,159519,159166,2019-12-05 15:35:41
994,159519,159167,2019-12-05 15:35:41
995,159519,159193,2019-12-05 15:35:41
996,174429,158390,2019-12-05 15:35:41
997,174429,157834,2019-12-05 15:35:41
998,157764,157761,2019-12-05 15:35:41
999,157764,157762,2019-12-05 15:35:41
1000,157764,157763,2019-12-05 15:35:41
1001,158617,158482,2019-12-05 15:35:41
1002,158617,157926,2019-12-05 15:35:41
1003,159510,159321,2019-12-05 15:35:41
1004,159510,159322,2019-12-05 15:35:41
1005,159510,159323,2019-12-05 15:35:41
1006,159510,159324,2019-12-05 15:35:41
1007,164230,159563,2019-12-05 15:35:41
1008,174524,159103,2019-12-05 15:35:41
1009,157600,157653,2019-12-05 15:35:41
1010,157600,157684,2019-12-05 15:35:41
1011,157600,157719,2019-12-05 15:35:41
1012,157648,157649,2019-12-05 15:35:41
1013,157707,157702,2019-12-05 15:35:41
1014,157707,157715,2019-12-05 15:35:41
1015,158399,157657,2019-12-05 15:35:41
1016,157656,157187,2019-12-05 15:35:41
1017,157713,157712,2019-12-05 15:35:41
1018,157189,157746,2019-12-05 15:35:41
1019,157189,157747,2019-12-05 15:35:41
1020,157709,157710,2019-12-05 15:35:41
1021,157709,157711,2019-12-05 15:35:41
1022,159686,170208,2019-12-05 15:35:41
1023,158138,158020,2019-12-05 15:35:41
1024,174496,158548,2019-12-05 15:35:41
1025,174496,158549,2019-12-05 15:35:41
1026,163266,157705,2019-12-05 15:35:41
1027,157920,157853,2019-12-05 15:35:41
1028,157751,157750,2019-12-05 15:35:41
1029,157765,157759,2019-12-05 15:35:41
1030,157765,157760,2019-12-05 15:35:41
1031,157911,157856,2019-12-05 15:35:41
1032,157911,157855,2019-12-05 15:35:41
1033,159646,159451,2019-12-05 15:35:41
1034,159646,159449,2019-12-05 15:35:41
1035,159539,158774,2019-12-05 15:35:41
1036,159655,159547,2019-12-05 15:35:41
1037,159701,159457,2019-12-05 15:35:41
1038,159701,158813,2019-12-05 15:35:41
1039,159711,159611,2019-12-05 15:35:41
1040,159713,159685,2019-12-05 15:35:41
1041,165296,165259,2019-12-05 15:35:41
1042,152319,152466,2019-12-05 15:35:41
1043,164032,164031,2019-12-05 15:35:41
1044,163631,162916,2019-12-05 15:35:41
1045,163631,162917,2019-12-05 15:35:41
1046,163631,162918,2019-12-05 15:35:41
1047,165144,164906,2019-12-05 15:35:41
1048,165144,164907,2019-12-05 15:35:41
1049,165144,164908,2019-12-05 15:35:41
1050,164153,164036,2019-12-05 15:35:41
1051,164153,164037,2019-12-05 15:35:41
1052,164265,163899,2019-12-05 15:35:41
1053,166180,164451,2019-12-05 15:35:41
1054,166180,164452,2019-12-05 15:35:41
1055,166180,164453,2019-12-05 15:35:41
1056,166180,166179,2019-12-05 15:35:41
1057,166180,164454,2019-12-05 15:35:41
1058,164017,164018,2019-12-05 15:35:41
1059,164017,164019,2019-12-05 15:35:41
1060,164017,164020,2019-12-05 15:35:41
1061,164017,164021,2019-12-05 15:35:41
1062,164984,164426,2019-12-05 15:35:41
1063,164984,164427,2019-12-05 15:35:41
1064,162974,162107,2019-12-05 15:35:41
1065,162974,162108,2019-12-05 15:35:41
1066,170682,165133,2019-12-05 15:35:41
1067,162768,162147,2019-12-05 15:35:41
1068,164457,163263,2019-12-05 15:35:41
1069,164457,163264,2019-12-05 15:35:41
1070,169974,163500,2019-12-05 15:35:41
1071,164953,164420,2019-12-05 15:35:41
1072,164952,164514,2019-12-05 15:35:41
1073,164374,164375,2019-12-05 15:35:41
1074,165143,165142,2019-12-05 15:35:41
1075,165173,162215,2019-12-05 15:35:41
1076,164390,163200,2019-12-05 15:35:41
1077,162536,162440,2019-12-05 15:35:41
1078,164226,163891,2019-12-05 15:35:41
1079,164264,168492,2019-12-05 15:35:41
1080,163087,163088,2019-12-05 15:35:41
1081,164237,163995,2019-12-05 15:35:41
1082,174186,174187,2019-12-05 15:35:41
1083,174186,174188,2019-12-05 15:35:41
1084,174186,174189,2019-12-05 15:35:41
1085,174369,174127,2019-12-05 15:35:41
1086,174369,174128,2019-12-05 15:35:41
1087,169750,169683,2019-12-05 15:35:41
1088,173947,173694,2019-12-05 15:35:41
1089,173947,173695,2019-12-05 15:35:41
1090,173947,173692,2019-12-05 15:35:41
1091,173617,173230,2019-12-05 15:35:41
1092,170028,168646,2019-12-05 15:35:41
1093,171109,168652,2019-12-05 15:35:41
1094,171109,168653,2019-12-05 15:35:41
1095,168356,167993,2019-12-05 15:35:41
1096,170286,170186,2019-12-05 15:35:41
1097,170276,168540,2019-12-05 15:35:41
1098,169006,168557,2019-12-05 15:35:41
1099,173782,173307,2019-12-05 15:35:41
1100,173777,172859,2019-12-05 15:35:41
1101,173777,172858,2019-12-05 15:35:41
1102,170526,170527,2019-12-05 15:35:41
1103,169019,168656,2019-12-05 15:35:41
1104,174236,174107,2019-12-05 15:35:41
1105,174311,174294,2019-12-05 15:35:41
1107,174328,173577,2019-12-05 15:35:41
1108,169014,168531,2019-12-05 15:35:41
1109,169973,169857,2019-12-05 15:35:41
1110,169973,169854,2019-12-05 15:35:41
1111,169973,169856,2019-12-05 15:35:41
1112,173882,173504,2019-12-05 15:35:41
1113,173882,173709,2019-12-05 15:35:41
1114,172571,172506,2019-12-05 15:35:41
1115,174374,173232,2019-12-05 15:35:41
1116,172140,171139,2019-12-05 15:35:41
1117,174307,173264,2019-12-05 15:35:41
1118,174063,174064,2019-12-05 15:35:41
1119,174063,174065,2019-12-05 15:35:41
1120,174063,174061,2019-12-05 15:35:41
1121,174063,174062,2019-12-05 15:35:41
1122,174063,174066,2019-12-05 15:35:41
1123,174297,173488,2019-12-05 15:35:41
1124,170413,170257,2019-12-05 15:35:41
1125,171255,170923,2019-12-05 15:35:41
1126,173620,173334,2019-12-05 15:35:41
1127,173870,172854,2019-12-05 15:35:41
1128,173870,172853,2019-12-05 15:35:41
1129,173936,173812,2019-12-05 15:35:41
1130,173936,173813,2019-12-05 15:35:41
1131,173933,172239,2019-12-05 15:35:41
1132,173933,172238,2019-12-05 15:35:41
1133,173933,172158,2019-12-05 15:35:41
1134,173933,172157,2019-12-05 15:35:41
1135,174321,173469,2019-12-05 15:35:41
1136,173877,171842,2019-12-05 15:35:41
1137,173860,172848,2019-12-05 15:35:41
1138,173294,172596,2019-12-05 15:35:41
1139,173294,172594,2019-12-05 15:35:41
1140,173294,172593,2019-12-05 15:35:41
1141,172531,172503,2019-12-05 15:35:41
1142,173946,172508,2019-12-05 15:35:41
1143,173866,173261,2019-12-05 15:35:41
1144,174105,174104,2019-12-05 15:35:41
1145,173716,173689,2019-12-05 15:35:41
1146,173883,173341,2019-12-05 15:35:41
1147,174171,174170,2019-12-05 15:35:41
1148,172138,171096,2019-12-05 15:35:41
1149,170293,169820,2019-12-05 15:35:41
1150,167802,167619,2019-12-05 15:35:41
1151,170738,168246,2019-12-05 15:35:41
1152,172717,172341,2019-12-05 15:35:41
1153,167858,169708,2019-12-05 15:35:41
1154,167858,167819,2019-12-05 15:35:41
1155,168994,168526,2019-12-05 15:35:41
1157,170270,170121,2019-12-05 15:35:41
1158,171104,171105,2019-12-05 15:35:41
1163,173780,173251,2019-12-05 15:35:41
1164,172659,172523,2019-12-05 15:35:41
1165,172978,172806,2019-12-05 15:35:41
1166,94205,173530,2019-12-05 15:35:41
1167,174509,553278,2019-12-05 15:35:41
1168,148369,553273,2019-12-05 15:35:41
1169,146870,553279,2019-12-05 15:35:41
1170,148500,553275,2019-12-05 15:35:41
1171,148476,553274,2019-12-05 15:35:41
1172,157105,553276,2019-12-05 15:35:41
1173,147302,553280,2019-12-05 15:35:41
1174,146920,553272,2019-12-05 15:35:41
1175,150169,553271,2019-12-05 15:35:41
1176,2140468,2086939,2020-06-16 14:38:32
1177,2140467,2087683,2020-06-16 14:39:17
1178,2141248,2087276,2020-07-05 15:15:08
1179,2140118,2087190,2020-07-07 13:59:33
1180,2142675,2141149,2020-07-14 12:50:40
1181,2085870,2086335,2020-08-04 11:29:27
1185,2142860,2141938,2020-08-09 12:01:37
1186,2085639,2086376,2020-08-11 08:36:37
1187,2085639,2086769,2020-08-11 08:36:37
1193,2144925,2085730,2020-08-26 09:05:43
1194,2144925,2085949,2020-08-26 09:05:43
1195,2144925,2086998,2020-08-26 09:05:43
1196,2144925,2086343,2020-08-26 09:05:43
1197,2144925,2087639,2020-08-26 09:05:43
1198,2146049,2085747,2020-10-25 09:34:03
1199,2147317,2143782,2020-10-28 10:51:44
1200,2147317,2143727,2020-10-28 10:51:44
1201,2147317,2144079,2020-10-28 10:51:44
1203,2148548,2148487,2020-11-17 11:26:09
1204,2086225,2141099,2020-11-17 12:43:03
1206,2150149,2147677,2020-12-07 11:30:16
1207,2139622,2140184,2020-12-07 13:54:52
1208,2088334,2139704,2020-12-08 09:52:09
1209,2150328,2147610,2020-12-08 14:41:29
1210,2150293,2142569,2020-12-15 15:18:41
1211,2151922,2146503,2021-01-06 16:22:20
